source_record_id,name,lb_ft3,g_cm3
680,"Gelatin, Porkskin Blend",35.0,0.560646
681,Geloy Resin Powder,22.0,0.35
682,General Urose Henolk,40.5,0.65
683,Gilsonite,32.0,0.51
684,Glass Beads Solid Glass Spheres,81.0,1.3
685,Glass Bubbles,40.0,0.64
686,Glass Fibers,153.0,2.45
687,Glass Filled Polypropylene,44.5,0.71
688,"Glass Frit, Coarse",62.0,0.99
689,"Glass Frit, Fine",35.0,0.560646
690,Glass Powder,46.0,0.74
691,Glaze Flavor,56.8,0.91
692,Glitter Material,35.0,0.560646
693,Gloss White Powder Coating,40.0,0.64
694,Gloss White Powder Coating (Paint),150.0,2.4
695,Glutamine,80.0,1.28
696,Gluten,150.0,2.4
697,Glyhosate Technical (Wet Cake),75.0,1.2
698,Graham Cracker Crumbs,36.0,0.58
699,Graham Crumbs,25.0,0.4
700,Grahite,32.0,0.51
701,Grahm Cracker Meal,52.0,0.83
702,"Grand Gourmet Pre-Mix (90% Soya Flour, 10% Vitamins)",45.0,0.72
703,Granola,47.0,0.75
704,Granola Mix,45.0,0.72
705,Granualted Cermaic Powder,17.0,0.27
706,Granuated Sugar,17.0,0.27
707,Granular Activated Carbon,34.0,0.54463
708,Granular Carbon Activated,23.0,0.37
709,Granular Carbon Black,48.0,0.77
710,Granular Clay,23.0,0.37
711,Granular Feed,23.0,0.37
712,Granular Powder Coal,90.0,1.44
713,Granular Roduct (Calcium Hohate),47.5,0.76
714,Granular Root Zone,32.0,0.51
715,Granulate Plastic,39.0,0.62
716,Granulated Ceramic Powder,18.0,0.29
717,Granulated Plastic,18.0,0.29
718,Granulated Sugar,53.0,0.85
719,Granulated Sugar With Additive (Brown),40.0,0.64
720,Granulated Sugar With Additive (Pink),42.5,0.68
721,Graphite,25.5,0.41
722,Graphite (Not Synthetic),47.0,0.75
723,Graphite Fiber Black,48.0,0.77
724,"Graphite, Carbon Mix",45.0,0.72
725,Grated Cheese,45.5,0.73
726,Gravy Mix,46.5,0.74
727,"Gravy, Biscuit",47.5,0.76
728,"Gravy, Brown",40.5,0.65
729,Gray Carbon Black,19.0,0.3
730,"Green Pepper (1/4"")",45.0,0.72
731,Green Split Peas,48.0,0.77
732,Green Tea,53.0,0.85
733,Greencake (Pigment),36.0,0.58
734,Grinding Sludge,35.0,0.560646
735,Grits (Pearl),9.0,0.14
736,Groud Lime,7.0,0.11
737,Ground Almonds,22.0,0.35
738,Ground Cinnamon,35.7,0.57
739,Ground Clay,76.0,1.22
740,Ground Clay (Oil-Dri),36.0,0.58
741,Ground Cloves,56.0,0.9
742,Ground Coffee,41.0,0.66
743,"Ground Corn Cobb (1/8"")",34.0,0.54463
744,Ground Fiberglass,27.0,0.43
745,Ground Graham,32.0,0.51
746,Ground Gypsum Boards,159.0,2.55
747,Ground Iron Ore,87.0,1.39
748,Ground Lifesavers,23.0,0.37
749,Ground Lime,25.0,0.4
750,Ground Limestone,41.0,0.66
751,Ground Marble,44.0,0.7
752,Ground Melmack,43.5,0.7
753,Ground Oat Hulls,42.0,0.67
754,Ground Or Crack Wheat,35.0,0.560646
755,Ground Oyster Shells,77.5,1.24
756,Ground Parmesan Cheese,32.5,0.52
757,Ground Plastics,45.0,0.72
758,Ground Polyurethane,41.5,0.66
759,Ground Potato Flakes,29.0,0.46
760,Ground Rice,50.0,0.8
761,Ground Rubber,39.0,0.62
762,Ground Shale,38.5,0.62
763,Ground Silica,30.0,0.48
764,Ground Sodium Bora-Silicate,20.0,0.320369
765,Ground Sulfur,34.0,0.54463
766,Ground Tea Leaves,71.0,1.14
767,Ground Up Tires,51.0,0.82
768,Grout,45.0,0.72
769,Guar Gum,23.5,0.38
770,Guar Gum Powder,104.0,1.67
771,Gum Base Pallets (Long Pallets),44.0,0.7
772,Gum Colloid,46.5,0.74
774,"Gum Premix (Guar Gum, Locust Bean Gum, Kappa Carragenan)",28.0,0.45
775,Gummer Animal Glue,35.0,0.560646
776,Gummisavers,60.0,0.96
777,Gypsum,15.0,0.24
778,Gypsum & Hydrated Lime Blend,110.0,1.76
779,Gysum,60.0,0.96
780,Hakuenka,60.0,0.96
781,Hampster Bedding,25.0,0.4
782,Hand Cleaner,37.0,0.59
783,Hard Plastic,35.0,0.560646
784,"Hazel Nuts, Peanuts, Almonds",35.0,0.560646
785,Health Drink Power,35.2,0.560646
786,Heat Treated Wheat Flour,30.0,0.48
787,Heat-Dried Biosolids,23.0,0.37
788,Heavy Layer,32.8,0.53
789,Henolic Resin,17.0,0.27
790,Hepes Free Acid,20.0,0.320369
791,Herb & Butter Seasonings,48.0,0.77
792,Herbal Blend,37.5,0.6
793,Herbicide,18.0,0.29
794,Hexamethylene Tetramine,32.5,0.52
795,Hexamine,15.0,0.24
796,Hiuric Acid,6.0,0.1
797,Hog & Cattle Sulfa,59.0,0.95
798,Hogs Hair,35.0,0.560646
799,Humus,43.0,0.688794
800,Hyddrated Sodium Tripolyphosphate,30.0,0.48
801,Hydralumina,48.0,0.77
802,Hydrated Alumina,30.0,0.48
803,Hydrated Lime,58.0,0.93
804,Hydrated Sodium Tripolyphosphate,89.0,1.43
805,Hydrated Zeolite,120.0,1.92
806,Hydro Balls Expanded Clay,5.0,0.08
807,Hydrofol Acid,54.5,0.87
808,Hydromethyl Aminomethan,47.0,0.75
809,Hydroquinone,36.0,0.58
810,Hydrous Aluminum Silicate,38.0,0.61
811,Hydroxy Stearic Acid,30.0,0.48
812,Hydroxyethyl Cellulose,20.0,0.320369
813,Hydroxystearic Acid,37.5,0.6
814,Hypaque,38.0,0.61
815,Hysorb (Sodium Polyacrylate),48.0,0.77
816,Ice Cream,67.0,1.07
817,Ice Cream Powder (Chocolate),27.0,0.43
818,Indigo Blue Dye,60.0,0.96
819,Ink Powder,25.0,0.4
820,Insect Control Dust,10.0,0.16
821,Instant Coffee,150.0,2.4
822,Instant Tea W/ Malto Dextron,38.5,0.62
823,Instant Tea Wet Mix,34.0,0.54463
824,Iodine Poly-Vinyl Pirrolidone,82.5,1.32
825,Ion Exchange Resin,35.0,0.560646
826,Iridescent Flakes,68.0,1.09
827,Iron Oxide,16.0,0.26
828,Iron Oxide (Black),35.0,0.560646
829,Iron Oxide (Red),55.0,0.88
830,"Iron Oxide (Red, Brown, & Black)",58.0,0.93
831,Iron Oxide (Suerfine Alhahematite),15.0,0.24
832,Iron Oxide (Yellow),41.3,0.66
833,Iron Powder,35.0,0.560646
834,"Iron Powder, Carbonyl Css",67.5,1.08
835,"Iron Powder, Gray",32.5,0.52
836,Iron Pyrites,38.0,0.61
837,Iron Shot,38.0,0.61
838,Iron Silicide,82.0,1.31
839,Isohthalic,23.1,0.37
840,Isolated Soy Protein,89.0,1.43
841,Isomalt,56.0,0.9
842,Italian Seasoning,60.0,0.96
843,Japanese Bread Crumbs,2.0,0.03
844,Kaolin Clay,50.0,0.8
845,K-Carraggeenan,60.0,0.96
846,Kibble Dry,74.0,1.19
847,Kibble Wet,49.5,0.79
848,Kidney Beans,45.0,0.72
849,L - Tryptophan 97%,33.0,0.53
850,Lacotse,28.0,0.45
851,Lanthanom Oxide,45.0,0.72
852,L-Arginine,31.0,0.5
853,Latte Mix,50.0,0.8
854,Laundry Detergent,45.0,0.72
855,Laundry Detergent Dust,56.0,0.9
856,Lead Chloride,35.0,0.560646
857,Lead Chromated Pigment,24.0,0.38
858,Lead Dust,47.5,0.76
859,Lead Monoxide (Litharge),41.0,0.66
860,Lead Oxide (Powdered & Pelletized),60.0,0.96
861,"Lead Oxide, Granular",45.0,0.72
862,Lemon Pepper Breading,35.0,0.560646
863,Lentil Soup Mix,56.0,0.9
864,Lentils Beans Soaked For 24 Hours,43.0,0.688794
865,Lignite,24.0,0.38
866,Lignosol,47.0,0.75
867,Lime,54.0,0.86
868,"Lime , Soda Ash, Glass Sand",40.0,0.64
869,Lime Stone,40.0,0.64
870,Lime White,47.0,0.75
871,"Lime, Hydrated",60.0,0.96
872,"Lime, Pulverized Quick",27.5,0.44
873,Limestone,84.0,1.35
874,Limestone (Calcium Carbonate),20.0,0.320369
875,Limestone (Marble Chips),41.0,0.66
876,Limestone Powder,38.0,0.61
877,Lite Salt,38.5,0.62
878,Litharge Lead Oxide,50.0,0.8
879,Lithium Carbonate,60.0,0.96
880,Lithium Iron Phosphate,8.0,0.13
881,Lithium Potassium Carbonate Eutectic,19.1,0.31
882,Lithogum,18.5,0.3
883,Liver Powder,16.5,0.26
884,Loose Biomass-Shredded Fiber,15.0,0.24
885,Loose Facial Powder,15.0,0.24
886,Macadama Nuts (No Shell),10.0,0.16
887,Macadama Nuts (Chopped),50.0,0.8
888,Mackamide Cma,82.0,1.31
889,Magnesia,33.0,0.53
890,Magnesium,20.0,0.320369
891,Magnesium Carbonate,55.0,0.88
892,Magnesium Chips,60.0,0.96
893,Magnesium Chloride,17.5,0.28
894,Magnesium Flakes,20.0,0.320369
895,Magnesium Hydroxide Powder,27.0,0.43
896,Magnesium Oxide,52.0,0.83
897,Magnesium Silicate,55.0,0.88
898,Magnesium Sulphate (Ground),38.0,0.61
899,Magnesium Sulphate (Unground),39.0,0.62
900,Magnesium Swarf,48.5,0.78
901,Magnetic Iron Oxide,37.5,0.6
902,Magnetite,30.0,0.48
903,Magnetite Concentrate,51.5,0.82
904,Maleic Anhydride,112.0,1.79
905,Malfalda,35.0,0.560646
906,Malic Acid,40.0,0.64
907,Malt Mix,31.5,0.5
908,Malted Barley (Partially Sprouted),22.0,0.35
909,Malted Milk Powder,36.0,0.58
910,Maltitol Nutriose Blend,30.0,0.48
911,Malto - Dextrim,35.0,0.560646
912,Maltrin,23.5,0.38
913,Manganese,37.5,0.6
914,Manganese Dioxide,86.5,1.39
915,"Manganese Dioxide, Graphite, Potash Liquid Mix",64.0,1.03
916,Manganese Powder,65.0,1.04
917,Mannitol,60.0,0.96
918,Marasperse,64.0,1.03
919,Marbelwhite,55.0,0.88
920,Marigold Seeds,55.0,0.88
921,Marshmallow Mix,43.0,0.688794
924,Meatloaf Spice,33.0,0.53
925,Melamine,44.0,0.7
926,Melamine Chemicals,42.0,0.67
927,Melamine Powder,35.0,0.560646
928,Melfluidide,44.0,0.7
929,Meron Pellets,42.0,0.67
930,Metallic Brake Ad Mix (Gray),65.0,1.04
931,Methocel Cellulose Ether,70.0,1.12
932,Methoxyphenylacetic,40.0,0.64
933,Methyl Cellulose,60.0,0.96
934,Methylanthraquinone,20.8,0.33
935,Methyltin Mercatide Filter Cake,53.0,0.85
936,Metrex,39.0,0.62
937,Mevchem 140 (Resin),30.0,0.48
938,Mica,28.8,0.46
939,Micro Abrasives -25 Aluminum Oxide,70.0,1.12
940,Micro Abrasives 9-25 Aluminum Oxide,50.0,0.8
941,Micro Mx (Cattle Mineral Suplement),25.0,0.4
942,Microcrystalline Cellulose,24.8,0.4
943,Microcrystalline Wax,34.0,0.54463
944,Microglass Fine Flake,37.0,0.59
945,Micronized Calcium Carbonate,50.0,0.8
946,Micronized Polyurethane Powder,8.0,0.13
947,Microsized Salt,260.0,4.16
948,Microsoy Flakes,53.0,0.85
949,Micro-Spheres,4.0,0.06
951,Milk Powder,35.0,0.560646
952,Milk Powder Based Feed,35.0,0.560646
953,"Milk Powder, Non-Fat Dry",61.0,0.98
954,"Milk Powder, Whole",31.0,0.5
955,Milled Bread Crumbs,52.0,0.83
956,Milled Fiberglass,60.0,0.96
957,Milled Lime,45.0,0.72
958,Milled Lime Dust,5.5,0.09
959,Milled Monosodium Phosphate,37.0,0.59
960,Minced Garlic,47.0,0.75
961,Minex,29.0,0.46
962,Miniature Chocolate Chips,31.0,0.5
963,Mini-Tots,30.0,0.48
964,Mint Tea,29.0,0.46
965,Mircoessentials Powder,30.0,0.48
966,Mixed Spices,31.0,0.5
967,Modified Hydroxyethyl Cellulose,52.0,0.83
968,Molybdenum,48.0,0.77
969,Molybdenum Disulfide,140.0,2.24
970,Molybdenum Sulphide,39.0,0.62
971,Molysulfide,45.0,0.72
972,Monocalcium Phophate Monohydrate,26.0,0.42
973,Monootassium Phoshate,300.0,4.81
974,Monosodium Glutamate,18.0,0.29
975,Monosodium Phophate,18.0,0.29
976,Morthane Ca-100,29.5,0.47
977,Mozzarella Cheese,33.0,0.53
978,Muffin Mix,44.0,0.7
979,Mung Bean Starch,67.0,1.07
980,Muriate Of Potash,73.0,1.17
981,Mustard Flour,27.0,0.43
982,Mustard Powder,63.0,1.01
983,Mustard Seed,76.0,1.22
984,Mystic White (Pool Filter Sand),13.0,0.21
985,Nacho Cheese,40.0,0.64
986,Nacho Seasoning,35.0,0.560646
987,Nailax,41.0,0.66
988,Natural Calcium Carbonate (Lime),35.0,0.560646
989,Natural Vanilla,35.5,0.57
990,Natural Zeolite,55.0,0.88
991,Niacin,31.2,0.5
992,Nickel Alloy Powder,300.0,4.81
993,Nickel Cyclone Dust,25.0,0.4
994,Nine Grain Blend,55.0,0.88
995,Nitrobenzoic Acid,55.0,0.88
996,No Bake Foundry Sand,45.0,0.72
997,Non-Asbestos Brake Lining Powder,64.0,1.03
998,Non-Dairy Creamer,46.0,0.74
999,Non-Fat Dry Milk,31.0,0.5
1000,Noodle,58.0,0.93
1001,Novacite,31.0,0.5
1002,Nutritional Powder,30.0,0.48
1003,Nylon Insulation,8.0,0.13
1004,Nylon Polyamide Fibers,27.5,0.44
1005,Oak Pellets,33.0,0.53
1006,Oak Saw Dust,25.0,0.4
1007,Oat Bran,45.0,0.72
1008,Oat Flour,49.0,0.78
1009,Oat Grouts,54.0,0.86
1010,Oatmeal & Rice Baby Ceral,61.0,0.98
1011,Oats,60.0,0.96
1012,Oil Dry,35.0,0.560646
1013,Oil Saturated Clay,50.0,0.8
1014,Oil Saturated Clay (Fines Fromoil Well Drilling Solids),56.0,0.9
1015,Oil-Dri Fragrance,63.0,1.01
1016,Oily Cake,29.0,0.46
1017,Olyetyrene,125.0,2
1018,Olymer Fibers,50.0,0.8
1019,Onion Flakes,35.0,0.560646
1020,Onion Powder,39.0,0.62
1021,Onion Salt,38.0,0.61
1022,Onyx,74.0,1.19
1023,Orange Peel (Dried),31.0,0.5
1024,Orcelain Enamel Frit,45.0,0.72
1025,"Oregano, Whole Mexican, Greek Cut",7.0,0.11
1026,Orgainic Whole Grain Flour,48.0,0.77
1027,Organic Animal Feed,64.0,1.03
1028,Organic Cane Sugar,37.0,0.59
1029,Organic Fertilizer (Biosolids),55.0,0.88
1030,Organic Spring Wheat Flour,55.0,0.88
1031,Orzo,28.0,0.45
1032,Otassium Acetate,25.0,0.4
1033,Otassium Citrate,34.0,0.54463
1034,Otassium Hydroxide,52.5,0.84
1035,Pacake Premix (Originally Frozen),30.0,0.48
1036,Pacific Chai (Vanilla) Drink Mix,40.0,0.64
1037,Palm Oil Flakes,30.0,0.48
1038,Pancake Mix,33.0,0.53
1039,Pancake Premix,34.0,0.54463
1040,Pancake Premix (Originally Frozen),22.0,0.35
1041,Panodan,25.0,0.4
1042,Paper,25.0,0.4
1043,Paper Cellulose,25.0,0.4
1044,Paper Dust,23.5,0.38
1045,Paper Mache,21.0,0.34
1046,Paratac,25.0,0.4
1047,Parcream,26.0,0.42
1048,Parmesan Cheese,40.0,0.64
1049,Parmesan Starter Culture,50.0,0.8
1050,Parsley,3.0,0.05
1051,Parsley Flakes (Dry),100.0,1.6
1052,Parsley Salt Blend,34.4,0.55
1053,Pasta,100.0,1.6
1054,Pasturized Grade A Whole Milk Powder,31.0,0.5
1055,Peanut Butter Cookie,31.0,0.5
1056,Peanut Butter Cracker Meal,15.0,0.24
1057,Peanut Cake,30.0,0.48
1058,Peanut Fines,95.0,1.52
1059,Peanut Meal,210.0,3.36
1060,"Peanuts, Whole Shelled, Raw",40.0,0.64
1061,Peas (Quartered) Green,34.0,0.54463
1062,Peat Moss,43.0,0.688794
1063,Peat Moss With Coconut Fibers,42.0,0.67
1064,Pecan Halves,44.0,0.7
1065,Pecan Pieces,34.4,0.55
1066,Pecans,45.0,0.72
1067,Pectin,45.0,0.72
1068,Pelletized Pvc Alloy,24.0,0.38
1069,Pentaerythritol,34.0,0.54463
1070,Peppercorns,33.0,0.53
1071,Pepperoni Spice,19.0,0.3
1072,Peptona De Caseina,47.0,0.75
1073,Peralite (Sheetrock),38.0,0.61
1074,Perlite (Sodium Potassium Alluminum Silicate),5.0,0.08
1075,Perlite And Silicate Mix,28.0,0.45
1076,Perlite Powder (Expanded),6.0,0.1
1077,"Pet Food (Dried, Bone Shaped)",28.0,0.45
1078,Petroleum Coke,29.0,0.46
1079,Petroleum Coke Fines,37.0,0.59
1080,Petroleum Coke Flour,180.0,2.88
1081,"Pharmaceutical Powder, Unground",48.0,0.77
1082,Pharmaceutical Starch,37.5,0.6
1083,Phenolic Novolac Thermalsetting Molding Compound,61.0,0.98
1084,Phtalic Anhydrite,54.0,0.86
1085,"Pie Crust Mix (Bran Meal, Sugar, Shortening)",17.0,0.27
1086,Pigment,23.0,0.37
1087,Pigment (Red),25.0,0.4
1088,"Pigment, Blue",36.0,0.58
1089,"Pigment, Yellow",11.0,0.18
1090,Pine Resin-Flaked,32.5,0.52
1091,Pine Shavings With 5% Alpha Dry Paper Squares,30.0,0.48
1092,Pinto Beans,41.5,0.66
1093,"Pinto Beans, Whole Raw",44.0,0.7
1094,Pistachio'S,41.0,0.66
1095,Pizza Dough Mix,33.0,0.53
1096,Pizza Dough Mix (Franchise Mix),47.5,0.76
1097,Pizza Dough Mix (In House Sweet Dough),36.0,0.58
1098,Plant Protein,14.0,0.22
1099,Plaster,55.0,0.88
1100,Plaster Powder,35.0,0.560646
1101,"Plaster, Moulding",25.0,0.4
1102,Plasterboard Dust,46.5,0.74
1103,Plastic,36.0,0.58
1104,Plastic Abrasive (With 30% Water),42.0,0.67
1105,Plastic Beads,29.0,0.46
1106,Plastic Cigar Tips,13.6,0.22
1107,Plastic Crystals,32.5,0.52
1108,Plastic Cubes,36.0,0.58
1109,Plastic Film Chips,90.0,1.44
1110,Plastic Flake,40.0,0.64
1111,Plastic Pellet,57.0,0.91
1112,Plastic Powder,50.0,0.8
1113,Plastic Regrind,40.0,0.64
1114,"Plastic Regrind (.0105"")",33.0,0.53
1117,Plastic Resin Pellets,69.0,1.11
1118,Plasticized Metallic Pellets,73.5,1.18
1119,Plywood Adhesive Filler,37.6,0.6
1120,Polishing Media,51.5,0.82
1121,Poloxame,90.0,1.44
1122,Poltethylene Glycol,45.0,0.72
1123,Polyad Preblend,90.0,1.44
1124,Polyalphamethystyrene,31.0,0.5
1125,Polyblend,38.0,0.61
1126,Polyehtylene Pellets & Mica Mixture,52.0,0.83
1127,Polyester Flake,38.0,0.61
1128,Polyester Flock,34.0,0.54463
1129,Polyester Pellets,39.0,0.62
1130,Polyester Powder,39.0,0.62
1131,Polyester Resin Flake,56.0,0.9
1132,Polyethlene / Carnauba Wax Blend,20.0,0.320369
1133,Polyethylen Wax Homopolymer,57.0,0.91
1134,Polyethylene,28.4,0.45
1135,Polyethylene Glycol,29.0,0.46
1136,Polyethylene Pellets,42.0,0.67
1137,Polyethylene Pellets & Mica Mixture,45.0,0.72
1138,Polyethylene Powder,30.0,0.48
1139,Polyethylene Resin - 35 Mesh,35.8,0.57
1140,Polyethylene Scrap,37.5,0.6
1141,Polyolefin Powder,60.0,0.96
1142,"Polypropolene, Pellet",100.0,1.6
1143,Polypropylene,28.0,0.45
1144,Polypropylene Flake,55.0,0.88
1145,Polypropylene Homopolymer,36.0,0.58
1146,Polypropylene Pellets,46.5,0.74
1147,Polyramix (Salt) Waste,73.0,1.17
1148,Polyster Chips,100.0,1.6
1149,Polyster Flake,62.0,0.99
1150,Polystrene Regrind Plastic,53.0,0.85
1151,Polystyrene,58.0,0.93
1152,Polystyrene Beads,44.0,0.7
1153,Polystyrene Flakes,68.0,1.09
1154,Polystyrene Pellet,93.0,1.49
1155,Polystyrene Regrind Plastic,23.0,0.37
1156,Polystyrene / Zinc Stearate Compound,65.0,1.04
1157,Polytetrafluoroethylene (Ptfe) Powder,65.0,1.04
1158,Polytetramethylene Terephthalate,36.0,0.58
1159,Polyvinyl Alcohol,66.0,1.06
1160,"Polyvinyl Chloride, Powder",50.0,0.8
1161,Polyvinylidenfluoride,42.0,0.67
1162,Pop Corn Meal,40.0,0.64
1163,Pop Corn Meal & Cracked Pop Corn Mix (50/50),40.0,0.64
1164,Popcorn (Popped),34.0,0.54463
1165,Popcorn Kernels,35.0,0.560646
1166,Popcorn Kernels (Soak In Water 48 Hours),39.0,0.62
1167,Poppy Seed,34.0,0.54463
1168,Porcelain Enamal,52.0,0.83
1169,"Pork Rinds (Hot, Pork Skin)",50.0,0.8
1170,Potassium Alumina Silcates,63.2,1.01
1171,Potassium Bichromate,44.5,0.71
1172,Potassium Carbonate,35.0,0.560646
1173,Potassium Chloride,11.0,0.18
1174,Potassium Chloride (Blended With 1.2% Cabosil),30.0,0.48
1175,Potassium Humate,3.0,0.05
1176,Potassium Nitrate,76.0,1.22
1177,Potassium Permanganate,93.0,1.49
1178,Potassium Sorbate,4.0,0.06
1179,Potato,56.8,0.91
1180,Potato Chips,31.0,0.5
1181,Potato Flakes,38.0,0.61
1182,Potato Flour,34.0,0.54463
1183,Potato Pancake Mix,31.0,0.5
1184,Potato Starch,16.0,0.26
1185,Potato Starch Flake,31.0,0.5
1186,Potato Starch Powder,32.0,0.51
1187,Poultry,33.0,0.53
1188,Poultry Bone Residue,50.0,0.8
1189,Poultry Gravy,33.6,0.54
1190,Poultry Seasoning,32.0,0.51
1191,Powder Coating,34.4,0.55
1192,Powder Pesticide,49.0,0.78
1193,"Powder Salt Mix, Flavoring,Sodium Bicarbonate",61.6,0.99
1194,Powdered Acrylic Resin,22.0,0.35
1195,Powdered Activated Carbon,22.0,0.35
1196,Powdered Alpha Gary Pvc,21.0,0.34
1197,Powdered Brown Sugar,17.0,0.27
1198,Powdered Candy Ingredients,40.0,0.64
1199,Powdered Caramel Color,30.0,0.48
1200,Powdered Cellulose,46.0,0.74
1201,Powdered Coke/Calcined,45.0,0.72
1202,Powdered Dessert,40.0,0.64
1203,Powdered Egg White,45.0,0.72
1204,Powdered Fabric Softener,28.0,0.45
1205,Powdered Laundry Detergent,20.0,0.320369
1206,Powdered Metal,47.5,0.76
1207,Powdered Paint,50.0,0.8
1208,Powdered Salt,31.0,0.5
1209,Powdered Soybean Lecithin,40.0,0.64
1210,Powdered Steel,35.0,0.560646
1211,Powdered Sugar,45.0,0.72
1212,Powdered Sugar (3% Starch),46.5,0.74
1213,Powdered Sugar With 3% Corn Starch,43.5,0.7
1214,Preblend Tortilla,32.0,0.51
1215,Precipitated Silica,30.0,0.48
1216,Premium Hardwood Pellets Fuel,65.0,1.04
1217,Premium Wood Pellets Fuel,55.0,0.88
1218,Promazine Granules,39.0,0.62
1219,Propyl Paraben,27.0,0.43
1220,Protein,35.0,0.560646
1221,"Protein Drink Mix - Whey, Sweetener, Nutrients",24.0,0.38
1222,"Protein Drink Mixes (Vanilla, Chocolate)",27.0,0.43
1223,Protein Mix (French Vanilla),27.0,0.43
1224,Protein Powder,35.0,0.560646
1225,Protient,40.0,0.64
1226,Pulp Dust,73.0,1.17
1227,Pulverized Limestone,12.0,0.19
1228,"Quarternary Amines, Dried Product",20.0,0.320369
1229,Quick Oat,27.0,0.43
1230,Quicklime (Ca0),36.0,0.58
1231,Quick-Solid Absorbant (Sodium Polyacrylate),41.6,0.67
1232,Quiona,37.0,0.59
1233,Raisins & Dates,41.0,0.66
1234,Ranch Seasoning,35.0,0.560646
1235,Rasins,35.0,0.560646
1236,"Rat Feed (1/4"" H X 1/2"" W X 1"" L)",35.0,0.560646
1237,Raw Cellulose,50.0,0.8
1238,Raw Cement,41.0,0.66
1239,Raw Plastic Flakes,69.0,1.11
1240,Rawhide & Starch Blend,30.0,0.48
1241,Reclaim Waste Cement,3.0,0.05
1242,Recycled Acrylic,31.0,0.5
1243,Recycled Tire Rubber,35.0,0.560646
1244,Red Cedar,36.0,0.58
1245,Red Iron Oxide,41.0,0.66
1246,"Red Pepper (3/8"")",36.0,0.58
1247,Red Peppermint Flakes,35.0,0.560646
1248,Red Skinned Peanuts,95.0,1.52
1249,Reground Polyethylene,47.5,0.76
1250,Rennet Casin,35.0,0.560646
1251,Resi-Flake,65.0,1.04
1252,Resi-Flake And Phenoli Resin,32.0,0.51
1253,Resimene,51.5,0.82
1254,Resin,10.0,0.16
1255,Rice Crispies,90.0,1.44
1256,Rice Crispy Treat Cereal,31.0,0.5
1257,Rice Flour,70.0,1.12
1258,Rice Hull Ash,62.0,0.99
1259,Rice Hulls,69.0,1.11
1260,"Rice Hulls, Dry",49.0,0.78
1261,"Rice Hulls, Wet",67.0,1.07
1262,Rice Hulls/Limstone,75.0,1.2
1263,Rice Short Grain,43.0,0.688794
1264,Roast Chicken Seasoning For Rice,15.0,0.24
1265,Roasted Coffee Beans,34.0,0.54463
1266,Roasted Coffee Beans Whole,8.0,0.13
1267,Roasted Garlic And Herb,125.0,2
1268,Roasted Peanuts,60.0,0.96
1269,Roasted Soy Beans,10.0,0.16
1270,Roasted Whole Bean Coffee,40.0,0.64
1271,Roasting Seasoning,29.0,0.46
1272,Rock Salt,35.0,0.560646
1273,Roduct Fines,46.0,0.74
1274,Rolled Corn,32.0,0.51
1275,Rolled Oats (Thick),35.0,0.560646
1276,Roofing Granules,44.0,0.7
1277,Rooibos Dried Tea,69.0,1.11
1278,Rosemary Seasoning,49.0,0.78
1279,Rosin,52.0,0.83
1280,Rubber,50.0,0.8
1281,Rubber (Ground Tires),46.0,0.74
1282,Rubber Buffings,38.0,0.61
1283,Rubber Flake,37.5,0.6
1284,Rubber Powder,34.0,0.54463
1285,"Rubber, Ground",3.5,0.06
1286,"Rubber, Nitrile (Baker Rubber)",15.0,0.24
1287,Rug And Room Deoderant,69.5,1.11
1288,Rye Flour,89.0,1.43
1289,Saccharin Sodium,52.0,0.83
1290,Salt,36.0,0.58
1291,Salt & Milk Powder Mix,42.0,0.67
1292,Salt & Vinager Seasoning Mix,41.0,0.66
1293,Salt (Fine),68.0,1.09
1294,Salt (Medical Grade),85.0,1.36
1295,Salt (Modern Cure-Pink),68.0,1.09
1296,Salt (Sodium Chloride),58.0,0.93
1297,Salt And Calcium Chloride Mixture,58.0,0.93
1298,Salt Blend (Salt And Sucrose),60.0,0.96
1299,Salt Brine,77.0,1.23
1301,Salt Marination With Shortening,30.0,0.48
1302,"Salt, Evaporated, Granulated",84.0,1.35
1303,"Salt, Ground",87.0,1.39
1304,"Salt, Microsized",80.0,1.28
1305,"Salt, Prepared Flour",95.0,1.52
1306,Salt/Seasoning Mixture,85.0,1.36
1307,Salted Caramel Almonds,56.0,0.9
1309,Sand & Shale Mix,47.0,0.75
1310,Sand Additives,44.0,0.7
1311,Sandstone With Granite A,18.0,0.29
1312,Sandy Seasoning,42.0,0.67
1313,Santonox,40.0,0.64
1314,Satintone Clay,22.0,0.35
1315,Sawdust,70.5,1.13
1316,Scheelite Ground Ore,30.0,0.48
1317,Scrap Metal,25.0,0.4
1318,Sea Coal,42.5,0.68
1319,Seafood Scampi Preblend,36.0,0.58
1320,Seasoning For Rice-A-Roni,45.0,0.72
1321,Seasoning Salt,31.0,0.5
1322,Seasonings,31.0,0.5
1323,Seasonings (Pizza),40.0,0.64
1324,Seaweed Powder,40.0,0.64
1325,Sebacic Acid,35.0,0.560646
1326,Sebacoc Acid,40.0,0.64
1327,Seldane,50.0,0.8
1328,Sequestrene,41.0,0.66
1329,Sesame,35.0,0.560646
1330,Sesame Flour,50.0,0.8
1331,Sesame Seed,35.0,0.560646
1332,Shellac,35.0,0.560646
1333,Shiitake,57.0,0.91
1334,Shorting Powder,29.0,0.46
1335,Shredded Beef Jerkey,35.0,0.560646
1336,Shredded Foam Polystyrene,32.0,0.51
